timestamp,outdoor_air_temp,return_air_temp,mixed_air_temp,supply_air_temp,damper_position,cooling_valve_position,supply_fan_speed,static_pressure,fault_label
2026-06-01 00:00:00,16.465032582409393,22.176177298523452,21.049463145053593,12.843971083171203,20.879019549445637,66.80350027343721,42.09950359855327,0.7332235136603904,none
2026-06-01 00:05:00,15.805094661025754,22.17848573745304,20.74629400640899,13.017780567243086,20.48305679661545,65.94670627333585,37.28657758137857,0.6943742882140906,none
2026-06-01 00:10:00,16.401961783841593,21.782627851543626,20.746366471339382,13.191654080801065,20.841177070304955,65.94691635273065,39.713351802302334,0.7928661733287711,none
2026-06-01 00:15:00,16.361507426724668,22.048498715913865,20.647587560887942,12.84477714196055,20.816904456034802,65.65812466238232,39.10382115038259,0.7027027650896168,none
2026-06-01 00:20:00,15.091230379586642,22.6596543560447,21.268639210815426,12.996873577087339,20.054738227751987,67.39654715354415,37.2215234112958,0.727478997052216,none
2026-06-01 00:25:00,15.240052332512018,21.99472062122331,20.90983546013399,12.992400879382467,20.14403139950721,66.41431350257295,37.09145135028946,0.7510813263983942,none
2026-06-01 00:30:00,15.704309438937033,21.792043916157265,20.87498023637052,12.737740952991297,20.42258566336222,66.31573341276933,38.387956907516546,0.7272220778337853,none
2026-06-01 00:35:00,15.421946128922706,21.94787128319135,20.76786953002069,13.033699758953125,20.253167677353623,66.00914048379182,38.71814918097472,0.6895307113093577,none
2026-06-01 00:40:00,15.440063182686352,22.02765313225805,20.416337097622836,13.006308935720886,20.26403790961181,64.96249220923146,40.56645955448673,0.6859970488562854,none
2026-06-01 00:45:00,15.007025530550205,21.954649485792835,20.60429785646742,13.111016849919212,20.00421531833012,65.53001267740916,42.08842694642884,0.759070024052857,none
2026-06-01 00:50:00,15.604627623442045,21.99059358979705,21.11816995678388,12.762622705067859,20.362776574065226,66.99171562814435,41.02728991162474,0.7775690760026914,none
2026-06-01 00:55:00,15.471821808788006,21.56696596091895,20.15695988077221,13.001994077052245,20.283093085272803,64.14793955749936,41.50074448056165,0.7483848487103668,none
2026-06-01 01:00:00,15.098209048748975,21.711210857474214,20.37287744144506,13.276346812731163,20.058925429249385,64.82860190312793,39.46676435705927,0.7527375594745587,none
2026-06-01 01:05:00,15.43708243712715,21.95519942887855,20.917187174127058,13.415499966382459,20.26224946227629,66.43503251602655,41.20600039322578,0.8074064145779488,none
2026-06-01 01:10:00,15.090917071475044,21.95041960899327,20.69820401060942,13.256025853794322,20.054550242885025,65.80671702791051,39.703250036819476,0.7427472288262744,none
2026-06-01 01:15:00,14.4813010825852,21.830143217542,20.879277074205586,12.76458569886995,19.68878064955112,66.32791730495524,39.11705523349443,0.6799174558941381,none
2026-06-01 01:20:00,14.897038017339801,21.94689592417707,20.394705670249262,13.090210536408724,19.93822281040388,64.89597787116428,43.794201897791254,0.7518854381474637,none
2026-06-01 01:25:00,14.293955126712822,22.01830445662426,20.30820585695699,12.90337068500778,19.576373076027693,64.62745681677579,35.339048086905,0.7238188405008746,none
2026-06-01 01:30:00,14.960343860432616,22.266824036957356,21.0520915696052,13.056780118625984,19.97620631625957,66.81074005371973,36.25339140538528,0.6825637375146419,none
2026-06-01 01:35:00,14.52396668134311,21.970236479432184,20.263074829301658,12.845556658844615,19.714380008805865,64.48571939170886,40.76539950826721,0.7712943639105264,none
2026-06-01 01:40:00,14.408514088294629,22.119730961589475,20.56550044602295,12.657305311629539,19.64510845297678,65.41438030573516,39.4700353029351,0.7137521754838291,none
2026-06-01 01:45:00,14.152187146277576,21.837519909569824,20.32641839135058,12.931096552260033,19.491312287766547,64.68433478446637,37.12603129966615,0.7070386730257343,none
2026-06-01 01:50:00,14.859280929483798,22.171628717079546,20.92253097494135,13.144520539322002,19.91556855769028,66.4500766791283,37.89077809767247,0.6926039935710643,none
